"TOA5","CR200Series_st1","CR200X","No_SN","CR200X.Std.02","Otemma_Septembre2018_5min_upstream_s1109.cr2","8094","StageTemp"
"TIMESTAMP","RECORD","Stage_m","Temp_C"
"TS","RN","meters","deg C"
"","","Smp","Smp"
"2019-07-09 05:00:00",160,0.3886081,0.0625151
"2019-07-09 05:05:00",161,0.4212493,0.0627745
"2019-07-09 05:10:00",162,0.4066695,0.0605562
"2019-07-09 05:15:00",163,0.3916682,0.0606356
"2019-07-09 05:20:00",164,0.4103605,0.0606991
"2019-07-09 05:25:00",165,0.3941717,0.0609903
"2019-07-09 05:30:00",166,0.3941338,0.0610221
"2019-07-09 05:35:00",167,0.3976336,0.0614986
"2019-07-09 05:40:00",168,0.3933871,0.0616415
"2019-07-09 05:45:00",169,0.3841769,0.0617103
"2019-07-09 05:50:00",170,0.4070237,0.0607097
"2019-07-09 05:55:00",171,0.3840549,0.0606886
"2019-07-09 06:00:00",172,0.3933037,0.0611068
"2019-07-09 06:05:00",173,0.3882109,0.061075
"2019-07-09 06:10:00",174,0.3950568,0.0604874
"2019-07-09 06:15:00",175,0.3927701,0.0609744
"2019-07-09 06:20:00",176,0.3980668,0.0610803
"2019-07-09 06:25:00",177,0.3913884,0.0641776
"2019-07-09 06:30:00",178,0.3831219,0.0645164
"2019-07-09 06:35:00",179,0.3794541,0.0636322
"2019-07-09 06:40:00",180,0.3580629,0.0619962
"2019-07-09 06:45:00",181,0.4054587,0.0629545
"2019-07-09 06:50:00",182,0.3895862,0.0627745
"2019-07-09 06:55:00",183,0.4001768,0.0625098
"2019-07-09 07:00:00",184,0.380161,0.0592221
"2019-07-09 07:05:00",185,0.4007402,0.0617898
"2019-07-09 07:10:00",186,0.3935093,0.0611703
"2019-07-09 07:15:00",187,0.3903527,0.0617315
"2019-07-09 07:20:00",188,0.3683824,0.0619909
"2019-07-09 07:25:00",189,0.3872121,0.0625839
"2019-07-09 07:30:00",190,0.3817465,0.0653953
"2019-07-09 07:35:00",191,0.4123839,0.0697531
"2019-07-09 07:40:00",192,0.3911932,0.0757849
"2019-07-09 07:45:00",193,0.385655,0.0785389
"2019-07-09 07:50:00",194,0.3685722,0.077236
"2019-07-09 07:55:00",195,0.3734395,0.0783377
"2019-07-09 08:00:00",196,0.3767115,0.080398
"2019-07-09 08:05:00",197,0.3786805,0.0856579
"2019-07-09 08:10:00",198,0.3615328,0.0878722
"2019-07-09 08:15:00",199,0.3656344,0.0883384
"2019-07-09 08:20:00",200,0.36393,0.1010175
"2019-07-09 08:25:00",201,0.3796478,0.0977427
"2019-07-09 08:30:00",202,0.391274,0.0954166
"2019-07-09 08:35:00",203,0.3895605,0.0975732
"2019-07-09 08:40:00",204,0.3832489,0.1043403
"2019-07-09 08:45:00",205,0.3776183,0.1084954
"2019-07-09 08:50:00",206,0.3728228,0.1129584
"2019-07-09 08:55:00",207,0.3889151,0.1248602
"2019-07-09 09:00:00",208,0.3728511,0.1345485
"2019-07-09 09:05:00",209,0.3697436,0.1300779
"2019-07-09 09:10:00",210,0.3686391,0.1306294
"2019-07-09 09:15:00",211,0.3881095,0.1361502
"2019-07-09 09:20:00",212,0.3623303,0.1393961
"2019-07-09 09:25:00",213,0.3812408,0.1405631
"2019-07-09 09:30:00",214,0.3864748,0.1537939
"2019-07-09 09:35:00",215,0.3617924,0.1398205
"2019-07-09 09:40:00",216,0.3708736,0.1285454
"2019-07-09 09:45:00",217,0.3764402,0.1453159
"2019-07-09 09:50:00",218,0.3936035,0.1282379
"2019-07-09 09:55:00",219,0.3736099,0.1410935
"2019-07-09 10:00:00",220,0.3980194,0.1467482
"2019-07-09 10:05:00",221,0.3826347,0.168998
"2019-07-09 10:10:00",222,0.3516555,0.1632394
"2019-07-09 10:15:00",223,0.3719498,0.1765039
"2019-07-09 10:20:00",224,0.369812,0.1554599
"2019-07-09 10:25:00",225,0.3620714,0.1632872
"2019-07-09 10:30:00",226,0.356431,0.1388339
"2019-07-09 10:35:00",227,0.3622572,0.1770136
"2019-07-09 10:40:00",228,0.342535,0.204857
"2019-07-09 10:45:00",229,0.3692991,0.1482602
"2019-07-09 10:50:00",230,0.3779111,0.1732975
"2019-07-09 10:55:00",231,0.3770178,0.1964643
"2019-07-09 11:00:00",232,0.3619828,0.1751077
"2019-07-09 11:05:00",233,0.3444154,0.2038052
"2019-07-09 11:10:00",234,0.3683454,0.2140431
